Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
proclaim_shamkhalate_title;Proclaim the Shamkhalate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_shamkhalate_desc;Now that we are free from the Timurids, we should reinstitute our dominance over the Avars and Dargins!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_daghestan_title;Unite Daghestan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_daghestan_desc;No longer shall the sons and daughters of the mountain be subject to foreign rule! Let us proclaim a new, united and strong independent Daghestan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_mawarannahr_title;Claim Mawarannahr;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_mawarannahr_desc;Mawarannahr - or Transoxiana - is the last center of Timurid rule, with a lot of Uzbek tribesmen still loyal to them. We should integrate this territory to not only end Timurid rule once and for all, but also to establish a proper buffer area against Kyrgyz raids!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_afghans_title;Subdue the Afghans;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_afghans_desc;While the Abdali Afghans were already subjugated, the Ghilzai are still vassals of the Sayyids. We should push further east to establish control over the Hindu Kush and Sulaiman Range passes!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_khwarzem_title;Reclaim Khwarezm;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_khwarzem_desc;Khwarezm once was a center of Iranian literature and culture. However, the Mongol invasions devastated the local population, leading to a slow assimilation into Turks and Persians. We should reintegrate this region into Iran, as it was the origin of the last local, Iranian dynasty!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
western_ambition_title;Push to the Upper Euphrates;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
western_ambition_desc;Let us secure our rule by pushing up the Euphrates.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_iranzamin_title;Proclaim Iranzamin;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_iranzamin_desc;We have managed to establish our rule in all of Greater Iran - reaching from the Euphrates to the Hindu Kush and from the Aral Sea to the Persian Gulf.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_uzbeks_title;Unite the Uzbeks;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_uzbeks_desc;We have managed to defeat the other Uzbek tribes and khanates. It's about time to officially unite the Uzbeks!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
embrace_uzbek_identity_title;Embrace the Uzbek Identity;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
embrace_uzbek_identity_desc;Our empire has collapsed and the Iranians have abandoned us. It is clear that our future now lays within the Turanian highlands.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_turan_title;Unite Turan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_turan_desc;The tribes of Turan have always been fighting each other and especially since the Timurid collapse the situation has been most tumultuous. But since we have managed to subdue all the other tribes it's only appropiate to adopt the title of rulers of Turan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_turan_title;Claim Greater Turan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_turan_desc;Even though the northern Kyrgyz steppes technically aren't part of Turan, they are inhabitated by our kinsmen nonetheless. Since we are now considered a regional power we should assume control over the region!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_kurdistan_title;Claim Greater Kurdistan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_kurdistan_desc;The recent modernization of our nation has led to a more centralized bureaucracy. European ideas like nationalism spread like wildfire. Many students and intellectuals demand a more aggressive policy against the Turks to the west who have been oppressing the central anatolian Kurds. We should definitely integrate them into our nation!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
new_median_empire_title;Proclaim the second Median Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
new_median_empire_desc;Now that our western brothers are freed from Turkish oppression, we should lay claim to the ancient region of Media. Even though the Adari, Tats, Talysh, Gilaki and Mazandaranis don't consider themselves to be Kurdish, they are most definitely closely related to us.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_iraq_title;Claim Iraq;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_iraq_desc;To secure our rule, we shall claim the fertile region between the Euphrates and the Tigris.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_serbia_title;Restore the Serbian Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_serbia_desc;Once the hegemon of the Balkans, the ancient, noble and most puissant Empire of the Serbs has fallen victim to the machinations of the Hungarians, Bulgarians, Bosnian peasants and clearly everyone else that has ever done as wrong. Well, no more! Now we stand the precipice of history as we rise from the ashes like a mighty Slavic phoenix - the spirits of Milosh Obilich, Tsar Lazar and Tsar Stefan proclaiming in unison: God is a Serb!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_hellas_title;Unite Hellas;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_hellas_desc;For years, Hellas has been divided among several kingdoms or occupied by foreigners at the pleasure of our common enemies. To unite the Greek lands under a sole flag and one ruler is our only way to greatness.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
restore_poland_title;Restore the Kingdom of Poland;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
restore_poland_desc;The kingdom that the Piasts once worked so hard to reunify is now divided and without a king. We must strive to unite the Polish people and create a Polish nation to take the place of the kingdom that once was.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
propose_zapadoslavia_title;Call for West Slavic Unity;x
propose_zapadoslavia_desc;For centuries our nation has been the pinnacle of western Slavic culture. It is only fitting that we should declare the idea of a united west Slavic state to the other powers.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
restore_lotharingia_title;Restore the Kingdom of Lotharingia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
restore_lotharingia_desc;As the new claimants to the Lotharingian crown, we draw our legitimacy by appealing to the legacy of Charlemagne and Lothair. Under our patronage, the exploits of our ancestors have once again become common knowledge, both among our own people and throughout the courts of Europe.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
unite_the_swahili_coast_title;Unite the City States of the Swahili Coast;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
unite_the_swahili_coast_desc;Ever since the collapse of the Kilwa Sultanate, which dominated the region for centuries, the Swahili Coast has been disunified and thrown into chaos. The many city states have fought for control over the prosperous slave, ivory and gold trade. However, no Sultan has managed to reestablish the old glory of Kilwa and the region fell deeper into decline with the appearance of firearms, as well as the increasing Egyptian presence. We must reunite the Swahili States under our rule!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
push_into_the_interior_title;Push into Outer Tanganyika;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
push_into_the_interior_desc;The old trade routes which ran along the many rivers of East Africa have been in decline for a long time. Yet, these old trading stations and settlements could help us, atleast in name, to control the adjecent areas. Combined with the adventures of “Muuzaji Mkubwa“, this expansion could reignite our trading power!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_madagascar_swa_title;Topple the Merina Kingdom;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_madagascar_swa_desc;The kings of Magadascar have long been eyeballing the important trading hub of Mahajanga and a lot of minor skirmishes already happend in the border regions. We have to eliminate this threat and while doing so, claim the authority over the island!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
establish_schools_swa_title;Establish a modern school system;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
establish_schools_swa_desc;Our old schools simply cannot hold up with modern schools and even the Madrassas were only available for the elites. Now that we control a huge amount of land it has also become important to spread the usage of the Swahili language. By funding these modern schools, we can ensure that these institutions can spread both our faith and our language!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
reestablish_the_adal_sultanate_title;Reestablish the Adal Sultanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
reestablish_the_adal_sultanate_desc;The Adal Sultanate once was the strongest Muslim power in the Horn of Africa and fought the Ethiopian empires for centuries. However, similar to their Christian counterparts, isolationism, corruption and fragmentation lead to the decline of the Sultanate. Now, multiple smaller Somali, Afar, Aussa and Oromo states fight for regional dominance, while at the same time the new King of Shewa is eager to reunite Ethiopia. If we can reunite the Muslims under our rule and destroy the Kingdom of Shewa, we could establish ourselves once again as the rulers of this region!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
cushite_state_title;The Pan-Cushitic Movement;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
cushite_state_desc;The Cushitic peoples have long suffered from domination by outside powers: the Ethiopians, Arabs, Bantus, the Swahilis and so on. With the arrival of the European ideas of nationalism, many modern-minded intellectuals now propose that we should follow a more aggressive stance towards countries that actively oppress our Cushitic brethren. While this agenda will most likely decrease relations with our neighbours, it'll also give us the opportunity to establish ourselves as the dominant force in Eastern Africa!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
build_new_jerusalem_title;Build New Jerusalem;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
build_new_jerusalem_desc;Now that we have united Ethiopia under our rule once more, we should build a new capital. This new metropolis shall serve as a centre for new Jewish settlers and for the native population of Ethiopia.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
jewish_ethiopia_title;The Kingdom of Solomon;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
jewish_ethiopia_desc;For centuries, the Ethiopians have been ruled by dynasties originating from the House of Solomon. Now that we have managed to end the Era of Princes and establish ourselves as the hegemonic power in Ethiopia, we shall remind the world of our Solomonic legacy!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
a_new_capital_swa_title;A New Capital for the Sultanate;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
a_new_capital_swa_desc;Now that the Swahili coast is once more united, we should build a new capital to emphasize the unity of our people!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
annex_tanganyika_title;Complete the Conquest of Tanganyika;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_tanganyika_desc;With new technologies becoming available for us, as well as the growing interest of Europeans in African matters, we can and should increase our influence within Eastern Africa.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
legacy_of_chwezi_title;Claim the Legacy of the Chwezi Empire;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
legacy_of_chwezi_desc;The Chwezi Empire was a mythical empire in the oral traditions of our people and existed before the collapse of the kingdoms of the Great Lakes. Now that we have subdued all of the other rulers we can claim their legacy!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
leave_the_german_confederation_title;Leave The German Confederation;x
leave_the_german_confederation_desc;Since the formation of our great state, the lingering question among our populace has been that of membership in the German Confederation. We sincerely believe that our state deservers more than to be a mere associated nobody of a foreign power - we are our own people, and so we shall remain our own nation!;x
invite_frisia_title;Invite Frisia;x
invite_frisia_desc;Our federation is glorious and its fame has been felt through the world. Surely the Frisians would be most overjoyed to share in our jubilance!;x
lunch_masovian_uprising_title;Launch the Masovian Uprising;x
lunch_masovian_uprising_desc;Ever since the Cleaving of the Polish Lands, the Duchy of Masovia had fought tooth and nail to secure its political independence from the rest of Poland. Now, thanks to the efforts of the Bohemians, this separation is hardly visible, and our struggle for independence may come true only through military action.;x
call_to_arms_in_poland_title;Hej Kto Polak Na Bagnety!;x
call_to_arms_in_poland_desc;Today is a day of blood and glory: let it be a day of resurrection! Gazing at France's rainbow, The White Eagle launches into flight. Inspired by the sun of July, He calls to us from above: "Arise, o Poland, break your chains, Today is a day of your victory or death!";x
reforms_prince_drucki_libecki_title;Economic Reforms of Prince Drucki-Lubecki;x
reforms_prince_drucki_libecki_desc;Prince Drucki-Lubecki, commonly nicknamed "The Small Prince" is a prominent politician in the Duchy of Masovia. His economic policies of interventionism, as well as plans to abolish tariffs between Bohemia and Masovia, may present a great opportunity to enrich our small dominion greatly.;x
god_unity_independence_title;Istenem, Egyseg, Fuggetlenseg!;x
god_unity_independence_desc;The Revolutions of past years in Germany and the subsequent reformation of states around us has proven that remnants of any feudal administration are a great weakness to the state. Therefore, to preserve our integrity and unity, under the guidance of Almighty God, our Apostolic Majesty decrees that the following laws shall pass into immediate effect...;x
banat_form_croatia_title;Become Croatia;x
banat_form_croatia_desc;Free of Hungarian yoke, we can finally govern ourselves freely.;x
banat_join_croatia_title;Join Croatia;x
banat_join_croatia_desc;Become one with the existing Croatian state.;x
burzeland_form_siebenburg_title;Become Siebenburgen;x
burzeland_form_siebenburg_desc;Free of Hungarian yoke, we can finally accomplish the dream of our ancestors of a united Transylvanian state under German leadership.;x
build_the_corvinus_line_title;Construct the Corvinus Line;x
build_the_corvinus_line_desc;Many wars between Hungary and Bohemia have begun by a northern invasion deep along the Danube. In response, Hungarian rulers have tried to fortify the river and the border with Bohemia so as to delay or stop possible invasions, though these plans were never really successful. Presently, our general staff has proposed the idea of a construction of what they call the “Corvinus Line“ - a series of forifications along the Danube river, named after a great Hungarian general who soundly defeated the Bohemians on the field of battle.;x
kunsag_boom_title;Kunsag Industry Boom;x
kunsag_boom_desc;The Kunsag area is rich in many mining and industrial resources - no wonder then that over the years it has become one of our most important regions. We should embrace this “industrial revolution“ happening there and reap its benefits to the fullest extent.;x
create_dacia_title;Create the Kingdom of Dacia;x
create_dacia_desc;The struggles between Hungary and Bulgaria have often left the smaller polities in-between in unfortunate positions. Now that we control both the Sziretság and the Pecsenyföld, we should unite the two to form a stronger ally against out opponents!;x
claim_galicia_title;Claim The Halych Rus';x
claim_galicia_desc;For centuries, the Halych Rus' and its pathetic constitutional government have tried to secure its independence from Hungary with the help of Bohemia, but no more! We shall end their state once and for all.;x
einn_konungr_einn_kountry_title;Einn Kongur Einn Kvnthri!;x
einn_konungr_einn_kountry_desc;The North Sea Empire, ever since it first came into existence in 1013 and later became reforged by Harald the Conqueror in 1066 after the Battle of Stamford Bridge, has been plagued by civil wars and matters of sucession. The Empire has split apart many times. Eventually though, a system would develop where the Three Kingdoms - Denmark, Norway and Jorvik, could operate relatively independently of each other while still using the same treasury. Later consolidations of the Empire would result in further integrations of the Three Kingdoms. The establishment of the Komingstaor - an imperial parliment, by Olaf the Wise in 18th century, has paved the way for a new wave of integration reform ideas that are still alive and well in the Anglo-Norse Society. These ideas are represented by the liberal factions, calling for removal of all feudal remnaints and for embracing a federal style of administration under the guidence of the king. Their slogan is "Einn Kongur, Einn Kvnthri" - "One King, One Country".;x
protect_frisia_title;Protect Frisia;x
protect_frisia_desc;The Frisians have always been a close ally of ours against the Saxons. Its poor people have for long been plagued by invasions from their neighbours, leading to attempts to incorporate the state into our Confederation under equal laws - most notably by King Olaf the Wise in 1729. The offer was, however, declined, due to the fear of marginalisation of the state in such a union. Now though, with the Saxon menace growing in strength, perhaps we should again reach an agreement with the Frisians?;x
create_the_nordic_monetary_union_title;Create the Nordic Monetary Union;x
create_the_nordic_monetary_union_desc;Although each member kingdom of the North Sea Empire uses the same treasury, each uses a different kind of currency. If we aim to centralise the confederation, we should perhaps create a proper monetary union to pave the way for use of a single currency in the future.;x
the_matter_of_anglosaxons_title;The Matter of the Anglo-Saxons;x
the_matter_of_anglosaxons_desc;Over the years, Norse settlers bought out or simply took over the Anglo-Saxon lands and begun to create their own communities, mainly in the north-west. This process has largely stopped by the 14th century and an Anglo-Saxon identity had begun to form. Many uprisings, settler commissions and even exiles to North America later and the Anglo-Saxon people are seen as anything but equal in the Union. Perhaps the time has come to change that?;x
north_sea_protectorate_title;The North Sea Protectorate;x
north_sea_protectorate_desc;“[...] And so we shall spread our Empire like a Black Raven spreads its wings across prey, and none shall stand in its way.“ The idea of a North Sea Protectorate had been prevelent throughout Anglo-Norse history. Whenever the North Sea Empire was not busy fighting to reunite itself, it attempted to conquer the North Sea coast to secure its trade intrests. The idea is still prevalent in politics today, largely supported by the conservative wings.;x
greater_france_title;Claim French Natural Borders;x
greater_france_desc;Our borders to the east have long proved themselves to expose our soft underbelly to the Germans. The result of centuries of feudal inheritances, diplomatic exchanges and administrative reorganizations, it is simply impossible to guarantee the safety of France with such a barely defendable border. Fervent clamor from the nationalists and the militarists offers us the possibility to adopt a new defensive strategy - one that has France lean its back against the safety of the Alps and the Rhine, where it may stand firm against any aggression. Adopting this stance, however, would almost certainly result in a diplomatic crisis - after all, we would seek the annexation of all of Lorraine and Alsace, the total annihilation of the Burgundian state and to even make inroads into Italy. Let the defense of France be the highest goal? §RGain 20 infamy!§W;x
enact_huit_regles_du_commerce_title;Enact “Huit Regles du Commerce“;x
enact_huit_regles_du_commerce_desc;“Huit Regles du Commerce“ is a simple system of rules applied to all trade actions in France. Its integral part details the rules of trade with our Pleionian colonies and is extremely mercantilistic in nature. After bringing our colonies back under our heel we should reenact these laws to bring much needed funds for the crown.;x
renovate_the_paris_university_title;Renovate the Paris University;x
renovate_the_paris_university_desc;The Paris University has been the top academy in Europe for centuries. However, its architecture is now mostly a relic of the past, and is in despretate need for renovation. Work on the academy would certainly appeal to the masses...;x
compose_new_german_constitution_title;Compose a Constitution for the German Confederation;x
compose_new_german_constitution_desc;The German Confederation has existed since the 1820s, when mass revolutions erupted over the censorship of liberal schools of thought, later growing nationalistic in nature. The revolutionaries at one point even almost entered the royal palace in Dortmund, wanting to capture the Holy Roman Emperor. Eventually though, the Emperor backed down and the Holy Roman Empire had been reformed into the German Confederation, with the ultimate goal of unifing the Germans under one banner. Today however, many states still oppose unification - particularly those in the south and in the lowlands - but we have managed to gather enough influence to push for a constitution for the entirety of the German Confederation - a first step towards unification.;x
legalise_the_urburschenschaft_corps_title;Legalise the Urburschenschaft Corps;x
legalise_the_urburschenschaft_corps_desc;The Urburschenschaft Corps is a small miltia comprised of the members of Urburschenschaft organization, created in 1820s during the German Revolution. Their members are most notably known for almost overrunning the Dortmund Royal Palace and are seen as heroes by many of the German people. Of course, such actions were later denounced by the Emperor himself as treasonous, but after the compromise in 1828 and the creation of German Confederation, their legal status has not yet been publicly disscussed. Many now think that legalising the group would prove advantageous in the fight to unify Germany, as it would appeal to the liberal masses...;x
build_the_prauge_vistula_railway_title;Build the Prague-Vistula Railway;x
build_the_prauge_vistula_railway_desc;In the world of industralisation, there is no place for setbacks. The idea of a Prague-Vistula railway involves the enhancement of the grain export industry, whose main centers are located along the Vistula river, as well as connecting the Polish lands with the ones in the Kingdom of Bohemia - granting greater mobility to our troops;x
embrace_industrialisation_title;Embrace the Industrial Revolution;x
embrace_industrialisation_desc;Many kings of Polabia have merely relied on our geopolitical situation to expand our trade infuence across the Baltic Sea. These days, however, it appears to not be enough. If we wish to mainain our integrity as a state we must perform extensive works on our economy and participate in the so-called “Industrial Revolution“;x
bend_the_knee_title;Membership in the German Confederation?;x
bend_the_knee_desc;Although a foolish idea at first, perhaps our nation can be granted membership in the newly created German Confederation in order to secure our sovernighty. Many states culturally distant from the Germans have joined the Confederation - perhaps we too can function in it the same way?;x
greater_polabia_title;Claim Greater Polabia;x
greater_polabia_desc;Polabian kings have always dreamed of an empire stretched around the entire southern Baltic coast. With our newfound power, perhaps we can finally accomplish that dream!;x
baltic_centralisation_title;Centralize the Baltic Guvernorskaps;x
baltic_centralisation_desc;The Baltic Governorships have existed since the end of the 17th century and had proven to be quite a dated creation for today's times. We should centralise them to gain greater control and influence in the region;x
revise_treaty_of_malmo_title;Revise the Treaty of Malmo;x
revise_treaty_of_malmo_desc;The Treaty of Malmo signed in 1801 forced Sweden to relinquish many of it claims on the lands of Kingdom of Norway and Denmark. The treaty was singed after the death of King Charles XIV, a great general who suffered a fatal wound in the battle of Oslo against the Norse meanace. Following his death, his heir immediately signed this shameful peace treaty - but finally we stand in a strong enough position to lay our claims back on those lands.;x
enact_the_column_of_charles_xiv_title;Fund the Column of Charles XIV;x
enact_the_column_of_charles_xiv_desc;Charles XIV was probably the last great King-General of Sweden. He assumed the throne in 1782 and ruled until his death 1800. His reign was characterised by many succesfull military campaigns deep into Ruthenian lands, bringing Sweden much needed wealth. His luck run out when he attempted to recover the lost Swedish territory of Scania in 1798. An uprising in Norway had conviced him that it was the best time to strike the North Sea Empire and he assumed personal leadership in a campaign to Norway. He died in the battle of Oslo in 1800, after taking a shot to the chest and later bleeding out to death in his tent.;x
baltic_dominium_title;Dominium Maris Baltici;x
baltic_dominium_desc;The Baltic Dominion has been the goal of Swedish foreign policys since the 14th century. The idea says that Baltic sea should be made into a Swedish inland sea, granting us greater control over trade in the region. Our great victories over the past few years will surely allow us to purse this policy more thoroughly, now that we taken all our rightful lands and centralized our administration.;x
moderinise_the_caroleans_title;Carolean Infantry Modernization and Conscription Reform;x
moderinise_the_caroleans_desc;Recent losses to our neighbours to the west have proven that the 18th century Carolean infantry model is quite outdated and requires thorough reforms. Furthermore, the conscription laws after 1800 had only been made more and more lenient. It's high time we get our military back into order.;x
take_control_caliph_title;Get rid of the Mamluks;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
take_control_caliph_desc;With our increased power over the government and the recent diplomatic solution in Australia, the Caliph has proven that he holds the control over the country. All that is left to do is to proclaim our rule!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abb_install_advisors_title;Invite Ambrogio Caviglia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abb_install_advisors_desc;Ambrogio Caviglia, a Venetian visionary and renowned inventor on the search of fortune has offered us his services. Accepting his offer would certainly help to modernize the country. However, the Mamluk nobility is heavily against such an action, as it would most definitely interfere with their influence on the nation. Alternatively, we could also hire local advisors, which would appease the Mamluks.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abb_reform_administration_title;Reform the Administration;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abb_reform_administration_desc;Our administration is rotten to the core. Local Emirs are acting as independent rulers, the Mamluks are exploiting the faithful in their estates and Sultan Nasir ad-Din Hasan is wastefully spending the country's budget. This decadency has to end! As the Caliph, we have sufficient power to push reforms in favour for a wide spread governmental reform. Obviously, such an act would enrage the Mamluks and the local Emirs.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
ask_for_abbasid_support_title;Desperate Times Call for Desperate Actions;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
ask_for_abbasid_support_desc;With the Christians standing at the walls of the holy city of Harar, there is only one hope. We should ask the Abbasid Caliph in Cairo for support - surely he will not let one of the holiest cities of Islam fall into the hands of the unfaithful!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abb_reestablish_adal_title;Reestablish the Sultanate of Adal;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abb_reestablish_adal_desc;The Sultanate of Adal was the strongest force within eastern Ethiopia for centuries. However, centuries of fighting the Ethiopians made the state grow weak and eventually collapse due to tribal infighting, as well as the aggressive expansion of the Oromo. Following the conquest of coastal Ethiopia and now the vassalisation of Harar, our influence in the region is stronger than ever. Sultan Ahmad III of Harar has suggested that with the transfer of the coastal provinces to him we could further strengthen our positions.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
integrate_aussa_title;Grant the Aussa Lands to Adal;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_aussa_desc;Now that we control the tribal lands of the Afar we should give them to our Adali vassal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
cores_to_adal_title;Secede the Adali Claims;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
cores_to_adal_desc;Once again cores of the Adali have come into our hands. Let us return them.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
somalia_expedition_title;The Somalia Expedition;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
somalia_expedition_desc;Ever since we established a permanent presence in the Somali Coast following the purchase of Mogadishu in 1793, tension between the local Somali tribes and our officials have been consistently increasing. Our advisors have recommended that we should act now and pacify the Somalis!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abb_funj_invasion_title;Invade the Funj;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abb_funj_invasion_desc;Tensions with the Sultan of Sennar have been high ever since the border conflicts in 1806, which resulted in the Treaty of Aswan a year later and to the de jure subjugation of the Beja. However, the Funj were further weakened by unsuccessful campaigns against the Teqali and Shilluk. We should take advantage of this situation and fully establish control over eastern Sudan!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
reclaim_ifriqiya_title;Reclaim Ifriqiya;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_ifriqiya_desc;Ifriqiya, to the Europeans kown as Tunisia, has been ruled by the Hafsids ever since the decline of the Almohadids. Despite their important strategic location as the gateway between the Eastern and Western Mediterranean, they managed to outplay both the Marinids of Morocco and the Mamluks in Cairo. It is finally time to integrate them into our realm!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
control_arabia_title;Control the Bedouins of Arabia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_arabia_desc;The Bedouin Tribes of Arabia are notorious for raiding their neighbours and their absolute control over many of the Hajj routes through Arabia. However, some of these tribes occasionally were swearing allegiance to surrounding powers. With the newly gained authority as Caliph they'll bow to us!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
control_arabia_two_title;Control the Bedouins of Arabia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_arabia_two_desc;The Bedouin Tribes of Arabia are notorious for raiding their neighbours and their absolute control over many of the Hajj routes through Arabia. However, some of these tribes occasionally were swearing allegiance to surrounding powers. With the newly gained authority as Caliph they'll bow to us!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
conquer_iraq_arab_title;The Reconquest of Iraq;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquer_iraq_arab_desc;Iraq, the Land of Two Rivers, has been the historical center of the ancient Abbasid Caliphate. Cities like Samarra and Baghdad were founded by the Abbasids and were the most important centers of learning during the Golden Age of Islam. All of that changed after the Mongols devastated the region, leaving only sand and ashes behind. Today, Iraq is only a shadow of its former glory. Nevertheless, the reconquest of this region is utterly important, as it would be a major step in presenting our ambitions on the world's stage!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
liberate_sicily_title;Liberate the Muslims of Sicily;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
liberate_sicily_desc;Centuries have passed since the Normans conquered the Emirate of Sicily. Still, the Hauteville dynasty has managed to remain in control over the island and unlike the Swabian Kings in Naples allowed the Muslims to practice their religion - mostly - in peace. However, that changed in recent years. Laws such as the ban of speaking Arabic in public have already caused tensions between the Abbasids and the Normans, which in the end resulted in the Sicilian War of 1781 and the conquest of Malta, which is often seen as a major step that provided Caliph al-Hakim with the possibilities to seize power from the Mamluks. We should finish what he started and end the Christian rule over Sicily!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
supply_algaravians_1_title;Sell Rifles to the Algaravians;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
